,StringNumber,Number,trueBox,predBox,IOU,Detected,TrueClass,Pred_text,True_text,txt_corr
55,55,55,"[500, 282, 609, 342]","[332, 306, 545, 485]",0.03910126814923727,0,1,0,0,0
56,56,56,"[269, 404, 451, 457]","[339, 318, 382, 434]",0.0998097468169179,0,1,0,1554050,0
57,57,57,"[118, 285, 228, 349]","[165, 261, 290, 322]",0.19309249702262804,0,1,0,0,0
58,58,58,"[218, 357, 394, 414]","[142, 152, 336, 401]",0.09979314586012188,0,1,0,1358168,0
59,59,59,"[257, 316, 379, 339]","[157, 153, 419, 383]",0.04859019307688509,0,1,0,1272251,0
60,60,60,"[101, 325, 235, 390]","[124, 113, 456, 439]",0.06695106377197511,0,1,0,0,0
61,61,61,"[160, 133, 252, 184]","[123, 91, 207, 250]",0.15658720200752824,0,1,0,0,0
62,62,62,"[367, 348, 479, 380]","[203, 162, 448, 362]",0.023678891134854173,0,1,0,0,0
63,63,63,"[264, 225, 377, 252]","[115, 93, 392, 241]",0.04541194113787609,0,1,0,1172343,0
64,64,64,"[234, 222, 364, 260]","[183, 191, 398, 386]",0.12067743764172335,0,1,0,1265533,0
65,65,65,"[241, 218, 369, 249]","[231, 188, 345, 247]",0.39984767707539987,0,1,0,1339789,0
66,66,66,"[176, 262, 312, 296]","[56, 60, 295, 301]",0.07158074137196421,0,1,0,1693476,0
67,67,67,"[524, 302, 597, 344]","[209, 208, 516, 413]",0.0,0,1,0,0,0
68,68,68,"[264, 304, 369, 331]","[306, 186, 519, 342]",0.051532754356703285,0,1,0,0,0
69,69,69,"[432, 154, 545, 193]","[160, 171, 355, 331]",0.0,0,1,0,0,0
70,70,70,"[500, 341, 641, 413]","[203, 220, 535, 403]",0.032694248234106965,0,1,0,0,0
71,71,71,"[218, 356, 399, 414]","[179, 296, 536, 383]",0.1371883917514672,0,1,0,1456431,0
72,72,72,"[248, 211, 403, 250]","[126, 83, 365, 380]",0.06462212486308871,0,1,0,1075411,0
73,73,73,"[120, 360, 252, 402]","[92, 81, 327, 315]",0.0,0,1,0,0,0
74,74,74,"[247, 227, 335, 251]","[192, 94, 295, 276]",0.06115215654952077,0,1,0,1717264,0
75,75,75,"[537, 259, 649, 314]","[291, 250, 517, 458]",0.0,0,1,0,0,0
76,76,76,"[427, 181, 503, 214]","[455, 115, 455, 115]",0.0,0,1,0,0,0
77,77,77,"[261, 239, 373, 268]","[165, 209, 423, 283]",0.1745173745173745,0,1,0,1265833,0
78,78,78,"[206, 392, 389, 431]","[107, 134, 484, 445]",0.06240672907339574,0,1,0,1402205,0
79,79,79,"[264, 295, 457, 342]","[206, 267, 418, 355]",0.357194296413654,0,1,0,1584516,0
80,80,80,"[313, 287, 421, 325]","[67, 55, 408, 363]",0.035259217403588075,0,1,0,0,0
81,81,81,"[217, 306, 313, 336]","[152, 270, 419, 347]",0.14384806735553005,0,1,0,0,0
82,82,82,"[282, 273, 427, 305]","[136, 169, 354, 338]",0.06077348066298342,0,1,0,0,0
83,83,83,"[273, 327, 394, 358]","[173, 153, 421, 381]",0.06846600375300328,0,1,0,0,0
84,84,84,"[276, 341, 390, 367]","[265, 114, 360, 361]",0.07103629417382999,0,1,0,1031827,0
85,85,85,"[450, 274, 532, 316]","[180, 76, 442, 319]",0.0,0,1,0,0,0
86,86,86,"[275, 327, 429, 357]","[303, 284, 389, 350]",0.24432483032997893,0,1,0,0,0
87,87,87,"[367, 165, 472, 195]","[168, 165, 480, 392]",0.04604562524522168,0,1,0,0,0
88,88,88,"[366, 286, 492, 318]","[268, 246, 455, 311]",0.1641068798653482,0,1,0,134892,0
89,89,89,"[259, 414, 465, 462]","[149, 132, 269, 379]",0.0,0,1,0,1268991,0
90,90,90,"[167, 259, 269, 306]","[223, 277, 485, 388]",0.04274022431039709,0,1,0,0,0
91,91,91,"[212, 290, 272, 317]","[0, 0, 0, 0]",0.0,0,1,0,0,0
92,92,92,"[306, 345, 469, 386]","[254, 309, 402, 378]",0.23523537803138372,0,1,0,832456,0
93,93,93,"[178, 340, 303, 386]","[83, 182, 400, 340]",0.002235707441711913,0,1,0,0,0
94,94,94,"[307, 305, 427, 341]","[274, 258, 427, 426]",0.1720202874049028,0,1,0,1746171,0
95,95,95,"[508, 344, 642, 417]","[193, 169, 396, 318]",0.0,0,1,0,0,0
96,96,96,"[285, 303, 410, 341]","[132, 100, 347, 330]",0.0332541567695962,0,1,0,0,0
97,97,97,"[251, 267, 341, 297]","[60, 96, 289, 313]",0.023361415983923328,0,1,0,0,0
98,98,98,"[38, 351, 121, 422]","[101, 142, 358, 327]",0.0,0,1,0,0,0
99,99,99,"[289, 383, 435, 415]","[156, 146, 471, 405]",0.04042807604926462,0,1,0,96260,0
100,100,100,"[357, 331, 568, 386]","[390, 344, 554, 374]",0.4308456873315364,0,1,0,179911,0
101,101,101,"[747, 1630, 1034, 1730]","[494, 498, 2217, 1860]",0.012378862649437487,0,1,0,0,0
102,102,102,"[309, 517, 574, 579]","[321, 355, 657, 569]",0.1777138255600586,0,1,0,1665114,0
103,103,103,"[292, 524, 566, 591]","[333, 337, 646, 658]",0.15315315315315314,0,1,0,2008253,0
104,104,104,"[395, 525, 617, 591]","[309, 480, 681, 615]",0.2945316196183567,0,1,0,0,0
105,105,105,"[102, 351, 232, 441]","[232, 269, 601, 609]",0.0006594202898550724,0,1,0,0,0
106,106,106,"[338, 390, 560, 440]","[260, 238, 618, 596]",0.08824419425671744,0,1,0,1409232,0
107,107,107,"[740, 349, 828, 414]","[226, 238, 536, 622]",0.0,0,1,0,0,0
108,108,108,"[371, 506, 614, 582]","[275, 372, 664, 632]",0.1845760880243639,0,1,0,0,0
109,109,109,"[50, 387, 146, 474]","[177, 228, 597, 662]",0.0,0,1,0,0,0
110,110,110,"[290, 510, 583, 583]","[154, 155, 415, 625]",0.06864260788904103,0,1,0,1886748,0
111,111,111,"[665, 450, 792, 532]","[222, 206, 600, 587]",0.0,0,1,0,0,0
112,112,112,"[343, 552, 550, 606]","[252, 244, 663, 657]",0.06707002485812111,0,1,0,1886748,0
113,113,113,"[138, 322, 258, 410]","[224, 244, 658, 621]",0.018101624787894285,0,1,0,0,0
114,114,114,"[431, 387, 615, 453]","[247, 224, 557, 434]",0.08476084538375973,0,1,0,0,0
115,115,115,"[121, 349, 257, 435]","[276, 200, 641, 548]",0.0,0,1,0,0,0
116,116,116,"[708, 337, 804, 410]","[244, 213, 549, 599]",0.0,0,1,0,0,0
117,117,117,"[400, 492, 618, 551]","[317, 363, 673, 537]",0.15370531423078684,0,1,0,0,0
118,118,118,"[66, 349, 178, 430]","[328, 270, 613, 564]",0.0,0,1,0,0,0
119,119,119,"[313, 374, 577, 439]","[326, 311, 563, 514]",0.31207533675050664,0,1,0,1856102,0
120,120,120,"[678, 366, 793, 441]","[238, 277, 527, 612]",0.0,0,1,0,0,0
121,121,121,"[329, 528, 565, 584]","[253, 253, 588, 609]",0.11262004801920768,0,1,0,1856102,0
122,122,122,"[94, 440, 218, 529]","[198, 174, 519, 404]",0.0,0,1,0,0,0
123,123,123,"[317, 517, 596, 582]","[359, 276, 578, 552]",0.11076923076923077,0,1,0,1803049,0
124,124,124,"[338, 360, 593, 427]","[362, 380, 563, 424]",0.5221737132352942,0,1,0,2022806,0
125,125,125,"[715, 434, 825, 530]","[309, 266, 682, 609]",0.0,0,1,0,0,0
126,126,126,"[385, 514, 601, 580]","[224, 229, 616, 658]",0.08603467660808332,0,1,0,0,0
127,127,127,"[133, 393, 250, 461]","[199, 189, 536, 528]",0.03003163868289335,0,1,0,0,0
128,128,128,"[403, 432, 585, 474]","[244, 228, 634, 462]",0.06029910396360583,0,1,0,0,0
129,129,129,"[595, 430, 722, 507]","[199, 191, 506, 525]",0.0,0,1,0,0,0
130,130,130,"[305, 522, 551, 586]","[313, 276, 662, 628]",0.12521157411138872,0,1,0,1914422,0
131,131,131,"[308, 382, 548, 441]","[220, 224, 540, 513]",0.14940686117345303,0,1,0,1528355,0
132,132,132,"[726, 349, 846, 419]","[217, 184, 657, 574]",0.0,0,1,0,0,0
133,133,133,"[350, 475, 598, 537]","[227, 252, 610, 611]",0.1134765625,0,1,0,1528355,0
134,134,134,"[327, 494, 546, 549]","[240, 250, 585, 580]",0.1075738260307703,0,1,0,0,0
135,135,135,"[792, 326, 898, 401]","[210, 217, 588, 615]",0.0,0,1,0,0,0
136,136,136,"[328, 463, 550, 515]","[172, 226, 585, 542]",0.09005775766165287,0,1,0,1697882,0
137,137,137,"[193, 478, 331, 534]","[150, 154, 566, 525]",0.042666666666666665,0,1,0,0,0
138,138,138,"[713, 359, 839, 410]","[306, 246, 684, 638]",0.0,0,1,0,0,0
139,139,139,"[54, 467, 179, 522]","[256, 323, 596, 551]",0.0,0,1,0,0,0
140,140,140,"[569, 452, 696, 492]","[396, 290, 703, 645]",0.04786225010944112,0,1,0,0,0
141,141,141,"[645, 263, 722, 513]","[289, 300, 770, 740]",0.07747577141584049,0,1,0,0,0
142,142,142,"[785, 282, 869, 526]","[311, 259, 721, 682]",0.0,0,1,0,0,0
143,143,143,"[804, 372, 981, 479]","[225, 217, 701, 537]",0.0,0,1,0,0,0
144,144,144,"[367, 547, 648, 610]","[363, 373, 651, 594]",0.19711664482306684,0,1,0,1933654,0
145,145,145,"[350, 654, 638, 729]","[365, 363, 695, 701]",0.10867535386420539,0,1,0,1933654,0
146,146,146,"[350, 507, 571, 564]","[250, 228, 587, 549]",0.08510600360180447,0,1,0,2022806,0
147,147,147,"[255, 540, 512, 601]","[92, 96, 229, 457]",0.0,0,1,0,0,0
148,148,148,"[415, 591, 672, 649]","[204, 253, 740, 653]",0.07068919879073267,0,1,0,1799064,0
149,149,149,"[318, 490, 649, 578]","[335, 394, 562, 552]",0.27925966249319545,0,1,0,2053259,0
150,150,150,"[321, 561, 638, 637]","[208, 207, 553, 612]",0.07926932991376942,0,1,0,2053259,0
151,151,151,"[402, 440, 608, 493]","[265, 262, 609, 618]",0.0907563025210084,0,1,0,1589264,0
152,152,152,"[404, 549, 627, 599]","[323, 302, 643, 582]",0.08101351998212937,0,1,0,1589264,0
153,153,153,"[142, 334, 269, 422]","[212, 255, 583, 501]",0.05261226736245592,0,1,0,0,0
154,154,154,"[311, 357, 540, 418]","[386, 373, 494, 572]",0.16150228692907298,0,1,0,0,0
155,155,155,"[686, 321, 784, 391]","[283, 360, 613, 511]",0.0,0,1,0,0,0
156,156,156,"[146, 440, 261, 533]","[231, 289, 615, 608]",0.022212058845948623,0,1,0,0,0
157,157,157,"[248, 422, 467, 468]","[119, 276, 464, 469]",0.15162417304690404,0,1,0,1198936,0
158,158,158,"[266, 367, 478, 412]","[308, 383, 454, 402]",0.3000612369871402,0,1,0,1198936,0
159,159,159,"[538, 1678, 915, 1772]","[335, 336, 1200, 944]",0.0,0,1,0,0,0
160,160,160,"[289, 1160, 491, 1329]","[232, 228, 977, 1101]",0.0,0,1,0,0,0
161,161,161,"[283, 865, 514, 968]","[452, 412, 1237, 1230]",0.009907607627285236,0,1,0,0,0
162,162,162,"[539, 604, 650, 690]","[319, 369, 694, 712]",0.07533399307273626,0,1,0,0,0
163,163,163,"[21, 733, 166, 810]","[235, 365, 716, 746]",0.0,0,1,0,0,0
164,164,164,"[133, 474, 260, 523]","[169, 179, 413, 413]",0.0,0,1,0,0,0
165,165,165,"[165, 336, 237, 386]","[181, 196, 330, 289]",0.0,0,1,0,0,0
166,166,166,"[442, 650, 702, 734]","[236, 227, 559, 516]",0.0,0,1,0,0,0
167,167,167,"[267, 543, 551, 624]","[358, 211, 560, 537]",0.0,0,1,0,1174797,0
168,168,168,"[691, 651, 1222, 770]","[500, 432, 1161, 1022]",0.14180980625348127,0,1,0,594608,0
169,169,169,"[735, 802, 1165, 906]","[338, 426, 1147, 911]",0.10963215775502465,0,1,0,0,0
170,170,170,"[319, 553, 583, 618]","[274, 420, 666, 666]",0.18017739592669282,0,1,0,1404510,0
171,171,171,"[217, 645, 510, 720]","[226, 255, 572, 502]",0.0,0,1,0,0,0
172,172,172,"[942, 527, 1195, 585]","[724, 300, 1279, 962]",0.040653450090606245,0,1,0,0,0
173,173,173,"[281, 546, 569, 747]","[317, 317, 1019, 960]",0.11109903392144416,0,1,0,0,0
174,174,174,"[1274, 481, 1441, 587]","[476, 299, 1112, 960]",0.0,0,1,0,0,0
175,175,175,"[1080, 791, 1381, 865]","[455, 394, 1185, 1141]",0.01415880659960676,0,1,0,0,0
176,176,176,"[535, 741, 686, 853]","[362, 373, 1249, 1090]",0.026939195462872344,0,1,0,0,0
177,177,177,"[1016, 770, 1197, 894]","[350, 344, 1070, 1028]",0.01348673885750157,0,1,0,0,0
178,178,178,"[380, 433, 588, 473]","[146, 190, 538, 586]",0.04124096134015727,0,1,0,0,0
179,179,179,"[359, 443, 554, 490]","[409, 171, 660, 653]",0.05646330851783815,0,1,0,0,0
180,180,180,"[142, 445, 279, 538]","[187, 238, 642, 494]",0.03704766002198958,0,1,0,0,0
181,181,181,"[672, 482, 816, 557]","[214, 240, 574, 591]",0.0,0,1,0,0,0
182,182,182,"[562, 451, 712, 504]","[174, 157, 472, 545]",0.0,0,1,0,0,0
183,183,183,"[516, 719, 720, 837]","[315, 313, 601, 699]",0.0,0,1,0,0,0
184,184,184,"[332, 478, 505, 526]","[327, 291, 656, 683]",0.0657413832986352,0,1,0,0,0
185,185,185,"[217, 490, 376, 535]","[216, 269, 563, 523]",0.0600044120891242,0,1,0,0,0
186,186,186,"[67, 1034, 313, 1256]","[412, 372, 1236, 1240]",0.0,0,1,0,0,0
187,187,187,"[1545, 840, 1813, 1029]","[597, 606, 1498, 1461]",0.0,0,1,0,0,0
188,188,188,"[227, 777, 501, 840]","[215, 238, 686, 684]",0.0,0,1,0,2039308,0
189,189,189,"[261, 644, 511, 690]","[524, 259, 606, 426]",0.0,0,1,0,2039308,0
190,190,190,"[264, 408, 421, 471]","[167, 186, 513, 448]",0.06826492439011539,0,1,0,0,0
191,191,191,"[358, 389, 523, 437]","[215, 277, 596, 618]",0.06226080034291663,0,1,0,0,0
192,192,192,"[536, 275, 631, 338]","[234, 196, 315, 393]",0.0,0,1,0,0,0
193,193,193,"[41, 315, 117, 357]","[139, 131, 535, 530]",0.0,0,1,0,0,0
194,194,194,"[91, 395, 155, 438]","[187, 337, 387, 397]",0.0,0,1,0,0,0
195,195,195,"[611, 282, 713, 321]","[133, 152, 266, 367]",0.0,0,1,0,0,0
196,196,196,"[425, 317, 494, 335]","[60, 52, 154, 334]",0.0,0,1,0,0,0
197,197,197,"[210, 913, 486, 1008]","[365, 368, 1038, 1070]",0.023965525002967045,0,1,0,0,0
198,198,198,"[1191, 791, 1413, 870]","[596, 562, 1465, 1348]",0.026055587200046738,0,1,0,0,0
199,199,199,"[1580, 734, 1722, 805]","[536, 490, 1297, 1104]",0.0,0,1,0,0,0
200,200,200,"[808, 857, 1092, 930]","[346, 357, 1145, 988]",0.0417128164556962,0,1,0,0,0
201,201,201,"[214, 522, 388, 555]","[283, 211, 524, 521]",0.0,0,1,0,2021321,0
202,202,202,"[195, 415, 376, 463]","[209, 169, 354, 449]",0.11397600035687201,0,1,0,2021321,0
203,203,203,"[705, 354, 862, 428]","[307, 168, 611, 434]",0.0,0,1,0,0,0
204,204,204,"[427, 598, 778, 677]","[306, 296, 703, 693]",0.13478990778813169,0,1,0,1859301,0
205,205,205,"[1075, 516, 1230, 641]","[276, 240, 556, 680]",0.0,0,1,0,0,0
206,206,206,"[1038, 430, 1231, 544]","[230, 153, 828, 628]",0.0,0,1,0,0,0
207,207,207,"[923, 395, 1144, 503]","[468, 246, 763, 531]",0.0,0,1,0,0,0
208,208,208,"[512, 479, 826, 556]","[289, 259, 673, 617]",0.08415640463805953,0,1,0,1859301,0
209,209,209,"[146, 372, 350, 469]","[230, 281, 668, 463]",0.12466543479478134,0,1,0,0,0
210,210,210,"[106, 483, 297, 636]","[191, 188, 776, 618]",0.05438332922244396,0,1,0,0,0
211,211,211,"[770, 706, 1319, 822]","[505, 476, 1096, 924]",0.1310693082196239,0,1,0,0,0
212,212,212,"[1379, 706, 1718, 878]","[468, 425, 1326, 1017]",0.0,0,1,0,0,0
213,213,213,"[698, 793, 1197, 909]","[556, 547, 1138, 905]",0.2286294984492852,0,1,0,1331853,0
214,214,214,"[309, 735, 695, 911]","[329, 343, 1154, 891]",0.12408421161441487,0,1,0,0,0
215,215,215,"[1425, 858, 1786, 1043]","[403, 390, 1313, 997]",0.0,0,1,0,0,0
216,216,216,"[239, 661, 598, 897]","[362, 477, 1181, 1108]",0.1026122095540482,0,1,0,0,0
217,217,217,"[289, 636, 476, 673]","[198, 212, 612, 584]",0.0,0,1,0,0,0
218,218,218,"[296, 624, 513, 663]","[197, 191, 549, 503]",0.0,0,1,0,0,0
219,219,219,"[198, 718, 422, 754]","[276, 261, 576, 647]",0.0,0,1,0,0,0
220,220,220,"[404, 429, 604, 485]","[425, 325, 583, 470]",0.2385596399099775,0,1,0,1969917,0
221,221,221,"[228, 725, 400, 772]","[475, 424, 562, 679]",0.0,0,1,0,0,0
222,222,222,"[130, 435, 257, 542]","[190, 188, 580, 501]",0.034504172914678666,0,1,0,0,0
223,223,223,"[331, 413, 559, 476]","[220, 347, 540, 521]",0.23418306006168216,0,1,0,1947162,0
224,224,224,"[440, 474, 654, 523]","[279, 226, 594, 552]",0.07288492645675808,0,1,0,1294469,0
225,225,225,"[166, 519, 292, 619]","[283, 240, 658, 640]",0.006211829537556967,0,1,0,0,0
226,226,226,"[161, 454, 307, 548]","[294, 287, 538, 652]",0.013000342114266164,0,1,0,0,0
227,227,227,"[411, 413, 597, 452]","[356, 272, 562, 500]",0.12458250517386227,0,1,0,1294469,0
228,228,228,"[690, 488, 822, 577]","[466, 337, 734, 537]",0.03527253915251846,0,1,0,0,0
229,229,229,"[677, 478, 832, 548]","[258, 245, 609, 549]",0.0,0,1,0,0,0
230,230,230,"[642, 315, 823, 382]","[315, 191, 758, 554]",0.04791731913560914,0,1,0,0,0
231,231,231,"[178, 851, 415, 905]","[241, 308, 600, 688]",0.0,0,1,0,0,0
232,232,232,"[357, 318, 491, 387]","[302, 230, 863, 629]",0.04203736654804271,0,1,0,0,0
233,233,233,"[70, 286, 203, 407]","[244, 239, 681, 634]",0.0,0,1,0,0,0
234,234,234,"[255, 132, 317, 156]","[0, 0, 0, 0]",0.0,0,1,0,0,0
235,235,235,"[78, 138, 153, 162]","[97, 146, 112, 148]",0.02526315789473684,0,1,0,0,0
236,236,236,"[130, 177, 184, 196]","[140, 111, 247, 182]",0.031373460376481525,0,1,0,0,0
237,237,237,"[179, 176, 240, 198]","[159, 149, 159, 149]",0.0,0,1,0,0,0
238,238,238,"[21, 546, 136, 604]","[264, 200, 561, 613]",0.0,0,1,0,0,0
239,239,239,"[332, 526, 535, 576]","[98, 85, 417, 412]",0.0,0,1,0,0,0
240,240,240,"[333, 1148, 637, 1242]","[260, 328, 885, 986]",0.0,0,1,0,0,0
241,241,241,"[425, 467, 574, 515]","[139, 142, 499, 387]",0.0,0,1,0,0,0
242,242,242,"[263, 496, 411, 540]","[173, 154, 546, 539]",0.04536616082982154,0,1,0,0,0
243,243,243,"[395, 517, 557, 555]","[300, 418, 617, 548]",0.12187200635528868,0,1,0,0,0
244,244,244,"[306, 480, 438, 535]","[363, 248, 433, 509]",0.08904682274247491,0,1,0,0,0
245,245,245,"[516, 447, 646, 500]","[306, 260, 585, 473]",0.029030474318014254,0,1,0,0,0
246,246,246,"[814, 685, 1070, 842]","[196, 205, 865, 872]",0.017118449838524848,0,1,0,0,0
247,247,247,"[67, 565, 206, 752]","[261, 542, 921, 891]",0.0,0,1,0,0,0
248,248,248,"[303, 929, 597, 1007]","[206, 215, 844, 838]",0.0,0,1,0,0,0
249,249,249,"[561, 578, 768, 628]","[531, 483, 682, 610]",0.1546201705200092,0,1,0,0,0
250,250,250,"[538, 584, 767, 650]","[548, 597, 745, 631]",0.4497079818299805,0,1,0,0,0
251,251,251,"[539, 580, 763, 648]","[548, 597, 745, 631]",0.4463768115942029,0,1,0,0,0
252,252,252,"[481, 1186, 863, 1296]","[369, 406, 1050, 967]",0.0,0,1,0,0,0
253,253,253,"[622, 726, 789, 875]","[372, 395, 1298, 1283]",0.0305787019341029,0,1,0,0,0
254,254,254,"[627, 734, 792, 865]","[372, 395, 1298, 1283]",0.026588909396034234,0,1,0,0,0
255,255,255,"[81, 1053, 478, 1248]","[299, 294, 1320, 1197]",0.026747393922500196,0,1,0,0,0
256,256,256,"[766, 424, 837, 484]","[312, 266, 482, 485]",0.0,0,1,0,0,0
257,257,257,"[157, 449, 274, 521]","[226, 189, 585, 531]",0.02783289370277862,0,1,0,0,0
258,258,258,"[284, 488, 446, 532]","[315, 303, 515, 514]",0.07683849686307484,0,1,0,1278594,0
259,259,259,"[289, 400, 435, 473]","[283, 426, 381, 557]",0.22913458577148138,0,1,0,0,0
260,260,260,"[188, 467, 378, 564]","[349, 458, 411, 504]",0.05550416281221091,0,1,0,0,0
261,261,261,"[320, 517, 468, 558]","[216, 302, 594, 542]",0.041334571023121325,0,1,0,1401550,0
262,262,262,"[288, 473, 422, 508]","[127, 120, 374, 484]",0.011066824966078697,0,1,0,1401550,0
263,263,263,"[1214, 225, 1330, 680]","[410, 437, 1119, 1091]",0.0,0,1,0,0,0
264,264,264,"[1322, 168, 1469, 591]","[421, 489, 854, 1097]",0.0,0,1,0,0,0
265,265,265,"[1139, 1, 1314, 297]","[266, 219, 998, 745]",0.0,0,1,0,0,0
266,266,266,"[46, 1238, 287, 1363]","[168, 185, 882, 1006]",0.0,0,1,0,0,0
267,267,267,"[536, 1280, 872, 1427]","[322, 312, 956, 1103]",0.0,0,1,0,0,0
268,268,268,"[376, 344, 538, 398]","[442, 335, 598, 374]",0.24571008334695213,0,1,0,0,0
269,269,269,"[184, 577, 346, 616]","[249, 455, 268, 458]",0.0,0,1,0,0,0
